order_id,customer_id,product_id,quantity,amount,currency,amount_usd,order_date,price_tier,net_revenue,is_returned
O00697,C0094,P0013,1,355.12,GBP,451.0024,2026-05-26,high,451.0024,False
O00088,C0100,P0024,4,1120.48,EUR,1210.1184,2026-01-09,low,1210.1184,False
O00707,C0002,P0005,5,2355.15,GBP,2991.0405,2026-05-31,high,2991.0405,False
O00254,C0103,P0040,2,235.2,INR,2.8224,2026-01-09,low,2.8224,False
O00138,C0058,P0046,1,96.26,INR,1.1551200000000001,2026-01-18,low,1.1551200000000001,False
O00578,C0119,P0011,1,11.26,INR,0.13512,2026-06-27,low,0.13512,False
O00376,C0089,P0014,3,1104.69,EUR,1193.0652000000002,2026-05-26,high,1193.0652000000002,False
O00399,C0083,P0035,1,362.04,USD,362.04,2026-10-06,high,362.04,False
O00491,C0116,P0047,3,1412.49,INR,16.94988,2026-01-03,low,16.94988,False
O00739,C0095,P0042,4,563.12,EUR,608.1696000000001,2026-04-28,high,608.1696000000001,False
O00201,C0050,P0052,1,281.25,USD,281.25,2026-02-03,high,281.25,False
O00208,C0006,P0051,4,188.64,INR,2.26368,2026-01-18,low,2.26368,False
O00359,C0037,P0039,1,490.35,INR,5.884200000000001,2026-04-13,low,5.884200000000001,False
O00595,C0081,P0056,2,613.54,USD,613.54,2026-06-21,high,0.0,True
O00116,C0091,P0046,4,385.04,INR,4.620480000000001,2026-02-27,low,4.620480000000001,False
O00411,C0116,P0021,3,285.03,INR,3.4203599999999996,2026-03-06,low,3.4203599999999996,False
O00052,C0028,P0049,3,125.01,GBP,158.7627,2026-01-15,medium,158.7627,False
O00273,C0108,P0036,2,745.46,USD,745.46,2026-04-02,high,745.46,False
O00888,C0009,P0039,4,1961.4,INR,23.536800000000003,2026-04-21,low,23.536800000000003,False
O00735,C0037,P0019,5,1882.45,EUR,2033.0460000000003,2026-02-20,high,2033.0460000000003,False
O00819,C0120,P0031,4,957.04,INR,11.48448,2026-01-03,low,0.0,True
O00295,C0074,P0015,3,929.64,INR,11.15568,2026-06-23,low,11.15568,False
O00692,C0084,P0002,4,1560.04,USD,1560.04,2026-04-11,high,1560.04,False
O00427,C0080,P0030,1,156.57,EUR,169.0956,2026-01-16,high,169.0956,False
O00059,C0041,P0005,4,1884.12,GBP,2392.8324,2026-06-09,high,0.0,True
O00878,C0062,P0055,1,156.16,GBP,198.32319999999999,2026-07-01,high,198.32319999999999,False
O00452,C0023,P0019,5,1882.45,EUR,2033.0460000000003,2026-01-23,high,2033.0460000000003,False
O00607,C0119,P0017,3,493.62,INR,5.92344,2026-04-24,low,5.92344,False
O00558,C0072,P0015,1,309.88,INR,3.71856,2026-03-19,low,3.71856,False
O00422,C0042,P0037,1,99.81,EUR,107.79480000000001,2026-01-19,high,107.79480000000001,False
O00349,C0067,P0033,4,716.6,INR,8.5992,2026-02-03,low,8.5992,False
O00056,C0043,P0005,5,2355.15,GBP,2991.0405,2026-03-21,high,2991.0405,False
O00724,C0058,P0027,3,974.16,GBP,1237.1832,2026-12-05,high,1237.1832,False
O00253,C0105,P0035,4,1448.16,USD,1448.16,2026-02-28,high,1448.16,False
O00866,C0038,P0054,5,2273.55,GBP,2887.4085000000005,2026-03-31,high,2887.4085000000005,False
O00443,C0055,P0059,1,123.73,EUR,133.6284,2026-03-19,high,133.6284,False
O00537,C0047,P0008,4,1596.52,USD,1596.52,2026-01-15,high,1596.52,False
O00802,C0003,P0053,5,1944.85,EUR,2100.438,2026-05-18,high,2100.438,False
O00554,C0040,P0056,5,1533.85,USD,1533.85,2026-04-01,high,1533.85,False
O00207,C0054,P0044,2,111.56,GBP,141.68120000000002,2026-02-03,medium,141.68120000000002,False
O00468,C0099,P0020,1,171.52,GBP,217.83040000000003,2026-04-30,high,217.83040000000003,False
O00151,C0005,P0005,1,471.03,GBP,598.2081,2026-05-19,high,598.2081,False
O00100,C0032,P0044,4,223.12,GBP,283.36240000000004,2026-03-16,medium,283.36240000000004,False
O00811,C0032,P0008,5,1995.65,USD,1995.65,2026-04-22,high,1995.65,False
O00375,C0023,P0009,5,884.35,USD,884.35,2026-02-08,high,884.35,False
O00553,C0066,P0059,3,371.19,EUR,400.8852,2026-05-06,high,400.8852,False
O00333,C0043,P0020,5,857.6,GBP,1089.152,2026-02-19,high,0.0,True
O00894,C0094,P0010,4,156.52,INR,1.8782400000000001,2026-06-20,low,1.8782400000000001,False
O00614,C0030,P0030,2,313.14,EUR,338.1912,2026-05-23,high,338.1912,False
O00190,C0100,P0014,5,1841.15,EUR,1988.4420000000002,2026-01-23,high,1988.4420000000002,False
O00140,C0029,P0018,1,143.07,USD,143.07,2026-03-19,high,143.07,False
O00717,C0031,P0024,2,560.24,INR,6.72288,2026-03-28,low,6.72288,False
O00028,C0111,P0044,4,223.12,GBP,283.36240000000004,2026-04-30,medium,283.36240000000004,False
O00171,C0004,P0030,2,313.14,EUR,338.1912,2026-02-16,high,338.1912,False
O00734,C0012,P0044,5,278.9,GBP,354.203,2026-04-26,medium,354.203,False
O00527,C0075,P0057,4,1896.24,USD,1896.24,2026-07-04,high,1896.24,False
O00258,C0101,P0035,3,1086.12,USD,1086.12,2026-01-28,high,1086.12,False
O00204,C0032,P0006,2,596.18,USD,596.18,2026-04-20,high,596.18,False
O00078,C0038,P0040,3,352.8,INR,4.2336,2026-05-28,low,4.2336,False
O00510,C0083,P0035,3,1086.12,USD,1086.12,2026-03-19,high,1086.12,False
O00671,C0016,P0030,4,626.28,EUR,676.3824,2026-02-03,high,676.3824,False
O00182,C0086,P0034,3,470.34,INR,5.64408,2026-02-20,low,5.64408,False
O00044,C0076,P0036,3,1118.19,USD,1118.19,2026-04-06,high,1118.19,False
O00580,C0052,P0033,3,537.45,INR,6.449400000000001,2026-04-02,low,6.449400000000001,False
O00061,C0071,P0048,1,411.95,USD,411.95,2026-05-10,high,411.95,False
O00136,C0039,P0047,5,2354.15,INR,28.2498,2026-02-27,low,28.2498,False
O00181,C0036,P0052,1,281.25,USD,281.25,2026-01-02,high,0.0,True
O00475,C0009,P0023,4,1763.04,INR,21.15648,2026-03-25,low,0.0,True
O00272,C0105,P0047,2,941.66,INR,11.29992,2026-01-10,low,11.29992,False
O00339,C0097,P0029,2,229.38,INR,2.75256,2026-03-03,low,2.75256,False
O00244,C0007,P0047,4,1883.32,INR,22.59984,2026-03-07,low,22.59984,False
O00015,C0020,P0003,2,117.02,INR,1.40424,2026-04-09,low,1.40424,False
O00137,C0098,P0052,4,1125.0,USD,1125.0,2026-02-09,high,1125.0,False
O00236,C0046,P0037,2,199.62,EUR,215.58960000000002,2026-06-01,high,215.58960000000002,False
O00009,C0119,P0057,4,1896.24,USD,1896.24,2026-02-22,high,0.0,True
O00124,C0025,P0022,2,799.86,INR,9.598320000000001,2026-04-02,low,9.598320000000001,False
O00057,C0105,P0007,2,110.88,EUR,119.7504,2026-03-31,medium,119.7504,False
O00382,C0014,P0060,4,329.92,GBP,418.9984,2026-01-21,medium,0.0,True
O00584,C0057,P0003,2,117.02,INR,1.40424,2026-04-26,low,1.40424,False
O00449,C0002,P0055,4,624.64,GBP,793.2927999999999,2026-01-01,high,0.0,True
O00864,C0069,P0015,4,1239.52,INR,14.87424,2026-08-05,low,14.87424,False
O00765,C0094,P0032,4,862.48,INR,10.34976,2026-01-02,low,10.34976,False
O00793,C0044,P0031,3,717.78,INR,8.61336,2026-10-02,low,8.61336,False
O00332,C0063,P0023,2,881.52,INR,10.57824,2026-01-26,low,10.57824,False
O00885,C0113,P0044,1,55.78,GBP,70.84060000000001,2026-04-16,medium,70.84060000000001,False
O00743,C0004,P0045,4,949.4,INR,11.3928,2026-02-23,low,11.3928,False
O00518,C0009,P0010,4,156.52,INR,1.8782400000000001,2026-12-01,low,1.8782400000000001,False
O00217,C0087,P0012,2,114.48,GBP,145.3896,2026-05-27,medium,145.3896,False
O00738,C0058,P0026,5,1234.25,GBP,1567.4975,2026-03-12,high,1567.4975,False
O00036,C0105,P0022,2,799.86,INR,9.598320000000001,2026-05-22,low,9.598320000000001,False
O00768,C0081,P0002,2,780.02,USD,780.02,2026-04-03,high,780.02,False
O00898,C0107,P0034,3,470.34,INR,5.64408,2026-04-16,low,5.64408,False
O00857,C0004,P0025,2,94.76,EUR,102.34080000000002,2026-02-06,medium,102.34080000000002,False
O00769,C0002,P0006,4,1192.36,USD,1192.36,2026-06-04,high,0.0,True
O00263,C0025,P0013,1,355.12,GBP,451.0024,2026-05-15,high,451.0024,False
O00318,C0071,P0051,3,141.48,INR,1.69776,2026-06-19,low,1.69776,False
O00445,C0113,P0017,3,493.62,INR,5.92344,2026-06-01,low,5.92344,False
O00522,C0025,P0034,1,156.78,INR,1.8813600000000001,2026-04-18,low,0.0,True
O00504,C0082,P0018,4,572.28,USD,572.28,2026-03-17,high,572.28,False
O00470,C0070,P0021,3,285.03,INR,3.4203599999999996,2026-05-24,low,3.4203599999999996,False
O00113,C0027,P0050,5,400.5,USD,400.5,2026-04-18,medium,400.5,False
O00067,C0055,P0002,3,1170.03,USD,1170.03,2026-05-15,high,1170.03,False
O00469,C0041,P0043,1,350.22,INR,4.202640000000001,2026-02-19,low,4.202640000000001,False
O00055,C0118,P0028,1,397.5,GBP,504.825,2026-06-08,high,504.825,False
O00259,C0052,P0039,4,1961.4,INR,23.536800000000003,2026-02-05,low,0.0,True
O00435,C0041,P0010,1,39.13,INR,0.46956000000000003,2026-05-17,low,0.0,True
O00762,C0022,P0028,5,1987.5,GBP,2524.125,2026-01-21,high,2524.125,False
O00719,C0110,P0051,2,94.32,INR,1.13184,2026-01-12,low,1.13184,False
O00160,C0018,P0045,1,237.35,INR,2.8482,2026-03-26,low,2.8482,False
O00484,C0092,P0025,4,189.52,EUR,204.68160000000003,2026-01-06,medium,204.68160000000003,False
O00741,C0036,P0035,3,1086.12,USD,1086.12,2026-06-28,high,0.0,True
O00653,C0035,P0055,5,780.8,GBP,991.616,2026-04-01,high,991.616,False
O00264,C0065,P0060,1,82.48,USD,82.48,2026-12-03,medium,0.0,True
O00649,C0093,P0027,3,974.16,GBP,1237.1832,2026-06-18,high,1237.1832,False
O00390,C0069,P0027,2,649.44,GBP,824.7888,2026-03-11,high,824.7888,False
O00303,C0026,P0060,4,329.92,USD,329.92,2026-04-15,medium,329.92,False
O00417,C0045,P0028,4,1590.0,GBP,2019.3,2026-01-21,high,2019.3,False
O00107,C0017,P0026,3,740.55,GBP,940.4984999999999,2026-06-09,high,940.4984999999999,False
O00538,C0091,P0009,3,530.61,USD,530.61,2026-05-24,high,530.61,False
O00729,C0076,P0049,4,166.68,GBP,211.6836,2026-02-23,medium,211.6836,False
O00250,C0011,P0008,3,1197.39,USD,1197.39,2026-02-22,high,1197.39,False
O00097,C0033,P0036,3,1118.19,USD,1118.19,2026-05-13,high,1118.19,False
O00699,C0064,P0049,1,41.67,GBP,52.9209,2026-01-02,medium,52.9209,False
O00663,C0069,P0047,2,941.66,INR,11.29992,2026-02-20,low,11.29992,False
O00240,C0041,P0036,5,1863.65,USD,1863.65,2026-04-22,high,0.0,True
O00679,C0120,P0002,3,1170.03,USD,1170.03,2026-05-09,high,1170.03,False
O00875,C0026,P0003,2,117.02,INR,1.40424,2026-01-03,low,1.40424,False
O00007,C0105,P0003,4,234.04,INR,2.80848,2026-07-05,low,2.80848,False
O00109,C0041,P0040,3,352.8,INR,4.2336,2026-05-12,low,4.2336,False
O00657,C0097,P0041,2,24.0,INR,0.28800000000000003,2026-01-22,low,0.0,True
O00773,C0026,P0033,1,179.15,INR,2.1498,2026-04-06,low,2.1498,False
O00543,C0054,P0042,1,140.78,EUR,152.04240000000001,2026-05-19,high,0.0,True
O00774,C0057,P0040,1,117.6,INR,1.4112,2026-02-16,low,1.4112,False
O00673,C0102,P0051,5,235.8,INR,2.8296,2026-03-19,low,2.8296,False
O00791,C0107,P0019,4,1505.96,EUR,1626.4368000000002,2026-06-30,high,1626.4368000000002,False
O00304,C0108,P0008,4,1596.52,USD,1596.52,2026-04-17,high,1596.52,False
O00542,C0090,P0010,2,78.26,INR,0.9391200000000001,2026-01-28,low,0.0,True
O00715,C0006,P0013,2,710.24,GBP,902.0048,2026-11-06,high,902.0048,False
O00556,C0120,P0049,4,166.68,GBP,211.6836,2026-05-02,medium,211.6836,False
O00495,C0031,P0052,5,1406.25,USD,1406.25,2026-02-14,high,1406.25,False
O00635,C0088,P0060,4,329.92,USD,329.92,2026-04-29,medium,329.92,False
O00695,C0001,P0053,4,1555.88,EUR,1680.3504000000003,2026-06-30,high,1680.3504000000003,False
O00502,C0004,P0004,5,1450.1,INR,17.4012,2026-03-14,low,0.0,True
O00490,C0086,P0041,5,60.0,INR,0.72,2026-05-01,low,0.72,False
O00766,C0010,P0003,1,58.51,INR,0.70212,2026-05-06,low,0.70212,False
O00763,C0055,P0049,3,125.01,GBP,158.7627,2026-04-05,medium,158.7627,False
O00714,C0106,P0024,1,280.12,USD,280.12,2026-04-07,low,280.12,False
O00824,C0115,P0032,1,215.62,INR,2.58744,2026-12-05,low,2.58744,False
O00472,C0077,P0041,4,48.0,INR,0.5760000000000001,2026-04-20,low,0.5760000000000001,False
O00718,C0102,P0035,4,1448.16,USD,1448.16,2026-01-17,high,1448.16,False
O00555,C0115,P0058,4,544.0,EUR,587.52,2026-04-24,high,587.52,False
O00277,C0024,P0032,3,646.86,INR,7.76232,2026-04-28,low,7.76232,False
O00389,C0029,P0028,2,795.0,GBP,1009.65,2026-06-15,high,1009.65,False
O00338,C0094,P0009,4,707.48,USD,707.48,2026-04-04,high,707.48,False
O00897,C0003,P0020,5,857.6,GBP,1089.152,2026-04-01,high,1089.152,False
O00678,C0025,P0035,5,1810.2,USD,1810.2,2026-02-01,high,1810.2,False
O00312,C0005,P0029,1,114.69,INR,1.37628,2026-03-17,low,1.37628,False
O00050,C0011,P0043,4,1400.88,INR,16.810560000000002,2026-02-10,low,16.810560000000002,False
O00784,C0116,P0018,2,286.14,USD,286.14,2026-08-01,high,286.14,False
O00045,C0077,P0007,5,277.2,EUR,299.37600000000003,2026-04-19,medium,299.37600000000003,False
O00054,C0074,P0041,4,48.0,INR,0.5760000000000001,2026-01-20,low,0.5760000000000001,False
O00737,C0086,P0039,5,2451.75,INR,29.421,2026-03-21,low,29.421,False
O00551,C0004,P0054,2,909.42,GBP,1154.9633999999999,2026-06-23,high,1154.9633999999999,False
O00378,C0069,P0050,3,240.3,USD,240.3,2026-05-28,medium,240.3,False
O00196,C0055,P0032,3,646.86,INR,7.76232,2026-01-17,low,7.76232,False
O00091,C0110,P0012,4,228.96,GBP,290.7792,2026-05-06,medium,290.7792,False
O00874,C0078,P0022,1,399.93,INR,4.7991600000000005,2026-01-28,low,0.0,True
O00232,C0114,P0016,5,1175.55,GBP,1492.9485,2026-02-05,high,1492.9485,False
O00702,C0061,P0022,1,399.93,INR,4.7991600000000005,2026-03-27,low,4.7991600000000005,False
O00787,C0044,P0060,2,164.96,USD,164.96,2026-03-16,medium,164.96,False
O00143,C0018,P0017,2,329.08,INR,3.94896,2026-04-16,low,0.0,True
O00572,C0092,P0019,2,752.98,EUR,813.2184000000001,2026-05-29,high,813.2184000000001,False
O00030,C0114,P0021,5,475.05,INR,5.7006000000000006,2026-03-01,low,5.7006000000000006,False
O00625,C0056,P0058,4,544.0,EUR,587.52,2026-08-03,high,587.52,False
O00672,C0015,P0037,3,299.43,EUR,323.3844,2026-01-31,high,323.3844,False
O00733,C0049,P0026,1,246.85,GBP,313.4995,2026-04-06,high,313.4995,False
O00573,C0061,P0038,2,283.74,GBP,360.3498,2026-02-24,high,360.3498,False
O00466,C0040,P0010,1,39.13,INR,0.46956000000000003,2026-05-04,low,0.0,True
O00694,C0081,P0046,2,192.52,INR,2.3102400000000003,2026-04-02,low,2.3102400000000003,False
O00049,C0021,P0047,3,1412.49,INR,16.94988,2026-07-04,low,16.94988,False
O00613,C0054,P0026,4,987.4,GBP,1253.998,2026-03-25,high,0.0,True
O00321,C0114,P0059,1,123.73,EUR,133.6284,2026-06-09,high,133.6284,False
O00870,C0015,P0057,1,474.06,USD,474.06,2026-06-15,high,474.06,False
O00082,C0006,P0057,1,474.06,USD,474.06,2026-04-28,high,474.06,False
O00700,C0025,P0057,5,2370.3,USD,2370.3,2026-04-25,high,2370.3,False
O00355,C0053,P0036,4,1490.92,USD,1490.92,2026-03-12,high,1490.92,False
O00325,C0106,P0017,4,658.16,INR,7.89792,2026-03-06,low,7.89792,False
O00610,C0078,P0036,3,1118.19,USD,1118.19,2026-10-05,high,1118.19,False
O00309,C0023,P0045,3,712.05,INR,8.544599999999999,2026-06-22,low,8.544599999999999,False
O00426,C0094,P0045,1,237.35,INR,2.8482,2026-03-08,low,2.8482,False
O00098,C0022,P0047,5,2354.15,INR,28.2498,2026-02-13,low,28.2498,False
O00482,C0092,P0023,1,440.76,INR,5.28912,2026-06-23,low,5.28912,False
O00072,C0018,P0004,4,1160.08,INR,13.92096,2026-02-11,low,13.92096,False
O00017,C0110,P0035,4,1448.16,USD,1448.16,2026-12-04,high,1448.16,False
O00346,C0019,P0017,2,329.08,INR,3.94896,2026-05-12,low,3.94896,False
O00041,C0038,P0039,4,1961.4,INR,23.536800000000003,2026-03-25,low,23.536800000000003,False
O00541,C0025,P0030,1,156.57,EUR,169.0956,2026-06-22,high,169.0956,False
O00038,C0015,P0031,4,957.04,INR,11.48448,2026-02-02,low,11.48448,False
O00135,C0085,P0009,3,530.61,USD,530.61,2026-04-07,high,530.61,False
O00473,C0073,P0053,4,1555.88,EUR,1680.3504000000003,2026-06-21,high,1680.3504000000003,False
O00890,C0028,P0049,4,166.68,GBP,211.6836,2026-04-21,medium,211.6836,False
O00590,C0061,P0021,4,380.04,INR,4.56048,2026-04-18,low,4.56048,False
O00019,C0057,P0020,1,171.52,GBP,217.83040000000003,2026-06-12,high,217.83040000000003,False
O00292,C0084,P0011,1,11.26,INR,0.13512,2026-06-26,low,0.0,True
O00022,C0045,P0020,4,686.08,GBP,871.3216000000001,2026-05-20,high,871.3216000000001,False
O00243,C0106,P0041,3,36.0,INR,0.432,2026-02-12,low,0.432,False
O00677,C0012,P0046,1,96.26,INR,1.1551200000000001,2026-04-24,low,0.0,True
O00335,C0100,P0036,1,372.73,USD,372.73,2026-03-05,high,372.73,False
O00176,C0051,P0044,5,278.9,GBP,354.203,2026-05-28,medium,354.203,False
O00464,C0064,P0024,4,1120.48,INR,13.44576,2026-01-09,low,13.44576,False
O00123,C0073,P0060,3,247.44,USD,247.44,2026-03-16,medium,247.44,False
O00792,C0119,P0012,4,228.96,GBP,290.7792,2026-02-27,medium,290.7792,False
O00048,C0073,P0005,2,942.06,GBP,1196.4162,2026-01-02,high,1196.4162,False
O00511,C0085,P0045,4,949.4,INR,11.3928,2026-02-15,low,11.3928,False
O00506,C0083,P0010,5,195.65,INR,2.3478000000000003,2026-02-21,low,2.3478000000000003,False
O00051,C0037,P0038,4,567.48,GBP,720.6996,2026-01-30,high,720.6996,False
O00202,C0009,P0001,5,1923.05,INR,23.0766,2026-02-04,low,23.0766,False
O00696,C0087,P0037,2,199.62,EUR,215.58960000000002,2026-02-19,high,0.0,True
O00328,C0102,P0035,3,1086.12,USD,1086.12,2026-02-26,high,1086.12,False
O00446,C0058,P0006,5,1490.45,USD,1490.45,2026-02-01,high,1490.45,False
O00432,C0067,P0040,2,235.2,INR,2.8224,2026-05-02,low,2.8224,False
O00588,C0045,P0027,3,974.16,GBP,1237.1832,2026-03-29,high,1237.1832,False
O00077,C0102,P0005,1,471.03,GBP,598.2081,2026-01-13,high,598.2081,False
O00575,C0006,P0032,1,215.62,INR,2.58744,2026-06-30,low,0.0,True
O00873,C0041,P0026,4,987.4,GBP,1253.998,2026-01-20,high,1253.998,False
O00540,C0107,P0046,5,481.3,INR,5.7756,2026-04-26,low,5.7756,False
O00218,C0042,P0030,1,156.57,EUR,169.0956,2026-04-30,high,169.0956,False
O00617,C0094,P0027,2,649.44,GBP,824.7888,2026-03-06,high,824.7888,False
O00900,C0012,P0040,4,470.4,INR,5.6448,2026-01-26,low,5.6448,False
O00395,C0067,P0014,4,1472.92,EUR,1590.7536000000002,2026-02-20,high,1590.7536000000002,False
O00068,C0010,P0051,1,47.16,INR,0.56592,2026-02-19,low,0.56592,False
O00576,C0038,P0028,2,795.0,GBP,1009.65,2026-04-24,high,1009.65,False
O00239,C0010,P0043,4,1400.88,INR,16.810560000000002,2026-01-29,low,0.0,True
O00330,C0045,P0058,5,680.0,EUR,734.4000000000001,2026-02-23,high,734.4000000000001,False
O00582,C0013,P0043,5,1751.1,INR,21.013199999999998,2026-02-09,low,21.013199999999998,False
O00477,C0032,P0031,4,957.04,INR,11.48448,2026-06-01,low,11.48448,False
O00219,C0064,P0050,2,160.2,USD,160.2,2026-03-04,medium,160.2,False
O00337,C0028,P0036,3,1118.19,USD,1118.19,2026-05-29,high,1118.19,False
O00827,C0014,P0043,4,1400.88,INR,16.810560000000002,2026-02-16,low,16.810560000000002,False
O00681,C0033,P0007,5,277.2,EUR,299.37600000000003,2026-07-01,medium,299.37600000000003,False
O00010,C0071,P0015,1,309.88,INR,3.71856,2026-02-10,low,3.71856,False
O00838,C0068,P0016,3,705.33,GBP,895.7691000000001,2026-04-03,high,895.7691000000001,False
O00757,C0018,P0042,1,140.78,EUR,152.04240000000001,2026-04-24,high,152.04240000000001,False
O00149,C0049,P0016,4,940.44,GBP,1194.3588,2026-02-09,high,0.0,True
O00747,C0104,P0043,1,350.22,INR,4.202640000000001,2026-04-24,low,4.202640000000001,False
O00381,C0058,P0012,1,57.24,GBP,72.6948,2026-04-03,medium,0.0,True
O00221,C0054,P0004,2,580.04,INR,6.96048,2026-01-27,low,6.96048,False
O00191,C0105,P0004,5,1450.1,INR,17.4012,2026-06-07,low,17.4012,False
O00749,C0103,P0043,2,700.44,INR,8.405280000000001,2026-06-21,low,8.405280000000001,False
O00833,C0079,P0055,5,780.8,GBP,991.616,2026-01-27,high,991.616,False
O00753,C0077,P0041,4,48.0,INR,0.5760000000000001,2026-05-26,low,0.5760000000000001,False
O00720,C0027,P0051,4,188.64,INR,2.26368,2026-11-05,low,2.26368,False
O00408,C0107,P0014,5,1841.15,EUR,1988.4420000000002,2026-05-16,high,1988.4420000000002,False
O00361,C0021,P0018,4,572.28,USD,572.28,2026-04-03,high,572.28,False
O00544,C0075,P0042,3,422.34,EUR,456.1272,2026-05-14,high,456.1272,False
O00619,C0050,P0048,5,2059.75,USD,2059.75,2026-04-12,high,2059.75,False
O00301,C0077,P0043,3,1050.66,INR,12.607920000000002,2026-04-27,low,12.607920000000002,False
O00420,C0061,P0004,5,1450.1,INR,17.4012,2026-02-07,low,17.4012,False
O00601,C0115,P0043,1,350.22,INR,4.202640000000001,2026-03-18,low,4.202640000000001,False
O00260,C0003,P0051,3,141.48,INR,1.69776,2026-02-05,low,1.69776,False
O00524,C0047,P0028,3,1192.5,GBP,1514.475,2026-06-21,high,0.0,True
O00035,C0003,P0022,2,799.86,INR,9.598320000000001,2026-02-24,low,9.598320000000001,False
O00172,C0082,P0017,2,329.08,INR,3.94896,2026-04-15,low,3.94896,False
O00461,C0119,P0054,5,2273.55,GBP,2887.4085000000005,2026-05-18,high,2887.4085000000005,False
O00066,C0083,P0053,2,777.94,EUR,840.1752000000001,2026-01-22,high,840.1752000000001,False
O00648,C0061,P0015,5,1549.4,INR,18.5928,2026-02-11,low,0.0,True
O00383,C0011,P0057,4,1896.24,USD,1896.24,2026-01-27,high,0.0,True
O00362,C0071,P0054,5,2273.55,GBP,2887.4085000000005,2026-06-30,high,2887.4085000000005,False
O00710,C0087,P0016,5,1175.55,GBP,1492.9485,2026-01-03,high,1492.9485,False
O00860,C0105,P0057,1,474.06,USD,474.06,2026-06-20,high,0.0,True
O00856,C0070,P0053,1,388.97,EUR,420.08760000000007,2026-05-20,high,420.08760000000007,False
O00111,C0084,P0050,5,400.5,USD,400.5,2026-07-01,medium,400.5,False
O00638,C0060,P0012,4,228.96,GBP,290.7792,2026-01-05,medium,290.7792,False
O00279,C0069,P0024,1,280.12,INR,3.36144,2026-05-03,low,3.36144,False
O00434,C0056,P0050,2,160.2,USD,160.2,2026-06-30,medium,160.2,False
O00457,C0114,P0046,3,288.78,USD,288.78,2026-05-08,low,288.78,False
O00444,C0024,P0058,5,680.0,EUR,734.4000000000001,2026-01-24,high,734.4000000000001,False
O00500,C0051,P0044,2,111.56,GBP,141.68120000000002,2026-01-26,medium,141.68120000000002,False
O00211,C0015,P0039,1,490.35,INR,5.884200000000001,2026-04-03,low,5.884200000000001,False
O00170,C0042,P0053,4,1555.88,EUR,1680.3504000000003,2026-05-06,high,1680.3504000000003,False
O00320,C0106,P0042,1,140.78,EUR,152.04240000000001,2026-06-08,high,152.04240000000001,False
O00602,C0067,P0038,5,709.35,GBP,900.8745,2026-05-27,high,900.8745,False
O00598,C0083,P0044,5,278.9,GBP,354.203,2026-04-16,medium,354.203,False
O00785,C0082,P0006,3,894.27,USD,894.27,2026-06-20,high,894.27,False
O00288,C0107,P0032,2,431.24,INR,5.17488,2026-01-04,low,5.17488,False
O00203,C0057,P0006,1,298.09,USD,298.09,2026-02-08,high,0.0,True
O00855,C0018,P0037,4,399.24,EUR,431.17920000000004,2026-03-28,high,431.17920000000004,False
O00257,C0101,P0027,2,649.44,GBP,824.7888,2026-06-29,high,824.7888,False
O00732,C0073,P0060,2,164.96,USD,164.96,2026-03-18,medium,0.0,True
O00410,C0114,P0051,2,94.32,INR,1.13184,2026-04-28,low,1.13184,False
O00726,C0005,P0022,2,799.86,INR,9.598320000000001,2026-01-26,low,9.598320000000001,False
O00447,C0006,P0059,3,371.19,EUR,400.8852,2026-10-02,high,400.8852,False
O00479,C0013,P0012,3,171.72,GBP,218.0844,2026-06-02,medium,218.0844,False
O00302,C0103,P0034,3,470.34,INR,5.64408,2026-03-29,low,5.64408,False
O00668,C0106,P0030,1,156.57,EUR,169.0956,2026-03-25,high,169.0956,False
O00095,C0060,P0023,2,881.52,INR,10.57824,2026-03-23,low,10.57824,False
O00205,C0113,P0034,5,783.9,INR,9.4068,2026-06-26,low,9.4068,False
O00494,C0002,P0039,2,980.7,INR,11.768400000000002,2026-07-06,low,11.768400000000002,False
O00281,C0094,P0034,3,470.34,INR,5.64408,2026-12-01,low,5.64408,False
O00899,C0049,P0043,4,1400.88,INR,16.810560000000002,2026-02-06,low,16.810560000000002,False
O00845,C0038,P0036,1,372.73,USD,372.73,2026-05-15,high,372.73,False
O00709,C0040,P0035,2,724.08,USD,724.08,2026-12-05,high,0.0,True
O00086,C0045,P0047,3,1412.49,INR,16.94988,2026-04-20,low,16.94988,False
O00226,C0019,P0016,3,705.33,GBP,895.7691000000001,2026-04-06,high,895.7691000000001,False
O00142,C0061,P0015,3,929.64,INR,11.15568,2026-04-07,low,11.15568,False
O00336,C0094,P0005,1,471.03,GBP,598.2081,2026-05-02,high,598.2081,False
O00730,C0054,P0029,5,573.45,INR,6.881400000000001,2026-02-18,low,6.881400000000001,False
O00223,C0017,P0017,3,493.62,INR,5.92344,2026-05-26,low,0.0,True
O00374,C0088,P0007,3,166.32,EUR,179.6256,2026-02-16,medium,179.6256,False
O00222,C0059,P0006,5,1490.45,USD,1490.45,2026-05-14,high,1490.45,False
O00823,C0038,P0001,5,1923.05,INR,23.0766,2026-01-31,low,23.0766,False
O00531,C0112,P0021,4,380.04,INR,4.56048,2026-01-04,low,4.56048,False
O00788,C0040,P0035,2,724.08,USD,724.08,2026-04-08,high,724.08,False
O00800,C0117,P0002,5,1950.05,USD,1950.05,2026-02-01,high,1950.05,False
O00621,C0048,P0058,5,680.0,EUR,734.4000000000001,2026-04-08,high,0.0,True
O00125,C0097,P0040,4,470.4,INR,5.6448,2026-03-28,low,5.6448,False
